Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
310620005620013,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,190,571,3.01,1.81,11240.55,95916199.2,11360.13,95576329.11,5703.48,66686978.11,7810.96,74888121.57,NA
310620005620014,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,342,733,2.14,1.69,6140.09,40416306.34,6840.1,40235302.17,5026.84,38844095.16,6210.7,40642844.49,NA
310620005620015,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,80,156,1.95,0.91,6264.11,34131152.81,7158.99,32578465.99,4760.99,27842508.38,5900.38,27782370.81,NA
310620005620016,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,340,845,2.49,1.63,6943.37,77005788.36,8057.15,80395902.4,4047.92,44980525.21,6133.44,55383233.57,NA
310620005620017,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,259,673,2.6,1.57,6168.53,26424330.4,6886.42,24547796.24,4583.67,26789263.29,6033.7,26514328.21,NA
310620005620018,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,222,649,2.92,1.48,8841.66,67232287.59,9003.89,67004139.67,4914.66,46183946.54,6467.22,50742824.34,NA
310620005620019,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,251,607,2.42,1.88,7351.51,64278034.7,7720.62,64657184.01,4848.9,46095653.35,6134.67,50440733.07,NA
310620005620020,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200092,São Lucas,1,0,266,731,2.75,1.62,4000.86,15953358.32,4343.79,15830670.47,2582.58,11638735.49,3337.49,12522835.78,NA
310620005620021,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200092,São Lucas,1,0,270,665,2.46,1.55,3571.24,11245966.44,3796.2,11099804.83,2514.37,9216391.37,3189.33,9538437.72,NA
310620005620022,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200092,São Lucas,1,0,329,982,2.98,3.3,3811.4,13160564.28,4165.94,12906931.63,2300.88,9274831.99,3144.65,10023799.06,NA
310620005620023,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,164,449,2.74,2.11,3942.9,13465710.12,4429.01,12969480.56,2954.19,13250346.16,3765.68,13836093.16,NA
310620005620024,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,156,411,2.63,1.77,5169.01,23285435.32,5485.48,22972956.76,3245.42,17552102.47,4169.55,18700718.25,NA
310620005620025,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,247,650,2.63,1.77,3153.96,21991241.08,3674.67,23716605.27,2090.03,11677231.25,2780.61,13619587.72,NA
310620005620026,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,279,730,2.62,1.57,5495.93,20476927.24,5658.17,20162260.32,3423.95,17118089.52,4406.87,17701714.43,NA
310620005620027,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,286,801,2.8,1.59,7204.94,165977470.71,7493.14,170473413.81,4089.79,88793236.72,5490.1,111548652.45,NA
310620005620028,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,237,625,2.64,1.7,5027.48,20842007.88,5440.7,20304402.28,3042.51,31681588.81,4391.41,39824117.64,NA
310620005620029,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,259,688,2.66,1.58,4951.93,27071162.54,5150.8,27134257.01,3066.8,20425384.82,3918.36,22764723.87,NA
310620005620030,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,252,736,2.92,1.56,6511.4,27159622.36,6894.42,26112122.08,3726.31,21080433.82,5147.69,21806115.48,NA
310620005620031,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,144,380,2.64,1.73,8712.51,42636477.45,9025.91,41332064.58,4964.5,35194878.58,6645.4,35943990.4,NA
310620005620032,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,266,824,3.1,1.49,10059.28,72596240.02,10703.07,70342814.24,5171.32,51242876.31,7397.31,56844549.74,NA
310620005620033,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,294,803,2.73,1.43,6449.19,31745103.79,6652.85,31391429.54,3611.09,22332503.58,4834.31,23986953.98,NA
310620005620034,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,237,643,2.71,1.76,5057.99,20711441.53,5473.71,20135563.22,3201.46,16974380.9,4200.21,18077213.67,NA
310620005620035,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,298,761,2.55,1.25,5489.4,57815837.98,5621.45,58466535.59,3538.76,32296152.96,4280.66,35897223.52,NA
310620005620036,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,253,711,2.81,1.57,5546.96,23874045.3,5871.89,23362449.63,3187.61,16428078.9,4241.63,17391372.02,NA
310620005620037,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,307,780,2.54,1.47,4669,22086817.04,4730.64,22086810.06,3000.35,14880079.13,3635.32,15722221.41,NA
310620005620038,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,313,903,2.88,1.63,6707.04,32004788.18,6882.96,31632171.1,3750.62,22299549.04,4828.85,23505478.39,NA
310620005620039,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,222,658,2.96,1.5,8091.4,36574356.26,8277.83,35870539.57,4338.93,27594640.13,5540.21,28581207.55,NA
310620005620040,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200118,Carmo,1,0,152,369,2.43,1.39,4757.57,21997439.73,5240.22,21697692.65,3746.49,25220382.87,4804.98,27267435.73,NA
310620005620041,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200118,Carmo,1,0,207,491,2.37,1.72,4565.31,29139395.63,5692.89,29922013.08,3194.77,20753526.36,4472.68,23347115.51,NA
310620005620042,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,177,402,2.27,1.51,6560.58,157906484.01,7303.29,170437292.94,4158.4,83690070.46,5520.63,103654235.88,NA
310620005620043,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,223,539,2.42,1.35,4448.16,19021291.87,4984.62,18639338.37,3528.75,16890526.2,4538.24,17141819.89,NA
310620005620044,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,155,349,2.25,1.37,4473.34,22731601.16,5136.06,22695220.85,3273.89,21181360.27,4465.58,23579360.86,NA
310620005620045,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,247,591,2.39,1.71,7599.97,1178734133.89,8771.93,1351026315.12,4551.82,512124453.11,6537.66,723085582.14,NA
310620005620046,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,363,841,2.32,1.44,8395.23,66514509.75,8536.32,66427714.65,5124.02,46909827.77,6629.62,50718044.56,NA
310620005620047,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,165,395,2.39,1.23,7812.69,38150397.09,8158.82,37009354.13,4927.09,31662976.78,6465.67,31602182.96,NA
310620005620048,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,108,232,2.15,1.3,7462.3,387554988.92,8223.76,421182503.53,4373.59,199407397.19,5910.98,260786675.71,NA
310620005620049,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,166,353,2.13,1.21,5711.4,23577230.92,6038.81,22947643.76,4156.21,21677808.22,5254.97,21634565.61,NA
310620005620050,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,180,426,2.37,2,6350.01,27739636.22,7234.19,25189661.08,4435.92,26571417.75,5792.12,26840714.92,NA
310620005620051,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,7,NA,NA,NA,NA,NA,NA,NA,NA,648.65,53678.68,648.65,53678.68,NA
310620005620052,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,97,218,2.25,2.08,5740.9,38600630.7,5924.12,38748723.78,3849.02,25998226.03,4482.98,27446796.76,NA
310620005620053,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,185,472,2.55,1.86,4389.73,21877518.29,5075.63,21814137.2,2687.29,15048046.42,3857.56,17093439.86,NA
310620005620054,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,159,370,2.33,1.61,2190.75,9414325.37,3195.68,10531638.72,1605.56,7505382.75,2833.33,9777225.87,NA
310620005620055,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
310620005620056,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,277,578,2.09,1.36,4587.19,23226917.67,5229.02,23120196.98,3456.13,22973601.06,4488.05,25206984.28,NA
310620005620057,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,218,461,2.11,1.94,3602.31,14234982.28,4244.89,14045515.12,2322.91,10969667.43,3366.32,12389243.26,NA
310620005620058,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,332,943,2.84,1.71,6976.13,91649584.79,7772.07,95934570.97,4610.38,51171258.52,6377.45,59528005.19,NA
310620005620059,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,212,562,2.65,1.26,4075.15,18807329.84,5467.92,17612008.54,2673.07,15124908.11,4373.35,17316521.97,NA
310620005620060,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,182,474,2.6,1.56,4738.37,14946111.52,4984.87,14492236.75,2877.19,10744576.56,3610.59,10835628.96,NA
310620005620061,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,263,732,2.78,1.83,2794.09,7872138.46,3049.15,7812786.61,1802.24,6375060.33,2402.98,7057862.66,NA
310620005620062,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,242,681,2.81,1.98,2916.34,8000959.59,3016.04,7973668.85,1936.05,6180143.61,2466.26,6565811.13,NA
310620005620063,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,265,641,2.42,1.55,3056.91,11682162.89,3750.37,11731763.3,1931.38,7685058.34,2974.42,8735650.51,NA
310620005620064,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,188,487,2.59,1.63,4047.15,19518973.28,4135.14,19579813.51,2566.15,12949839.78,3448.73,14364002.58,NA
310620005620065,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,276,725,2.63,1.53,5668.78,35324961.28,5773.37,35373053.25,3546.27,24249292.19,4273.22,26117073.1,NA
310620005620066,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,237,624,2.63,1.67,5508.63,23635105.29,5828.33,23141281.46,3765.15,21731771.05,4780.48,22740565.99,NA
310620005620067,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,283,796,2.81,1.93,7866.05,223122374.65,8904.36,243410117.08,4426.03,107951485.53,6343.15,142614883.46,NA
310620005620068,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200098,Serra,1,0,151,437,2.89,2.03,7117.48,230771085.62,9595.89,287856010.01,3417.03,97033989.94,6549.31,165785873.47,NA
310620005620069,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200099,Mangabeiras,1,0,188,638,3.39,2.45,10638.81,1161318646.16,12048.78,1299069839.45,6526.74,622832756.63,8947.94,832702348.09,NA
310620005620070,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200100,Comiteco,1,0,133,434,3.26,2.57,8377.14,38056781.17,8913.28,35694778.67,4736.93,28535880.9,6056.82,28492603.33,NA
310620005620071,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,191,520,2.72,1.58,7863.68,90243746.23,8390.85,91879307.95,4467.79,49878286.11,5925.2,57533784.3,NA
